rowID,playerID,gameID,Year,Date,G#,Age,Tm,,Opp,Result,Tgt,Rec,recYDS,Y/R,recTD,Ctch%,Y/Tgt,Att,rushYDS,Y/A,rushTD,Cmp,Att,Cmp%,passYDS,passTD,passINT,Rate,Sk,Yds,Y/A,AY/A,Rt,Yds,Y/Rt,KRTD,Ret,Yds,Y/R,PRTD,2PM,TD,Pts,Sk,Tkl,Ast,passBonus,rushBonus,recBonus,fpts,
,99,6,1995,11/12/1995,10,24-303,CHI,@,GNB,L 28-35,8,6,126,21,2,75.00%,15.75,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,3,33.6,
,99,7,1996,9/22/1996,4,25-253,CHI,@,DET,L 16-35,15,8,126,15.75,1,53.30%,8.4,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,3,29.6,
,99,8,1996,12/22/1996,16,25-344,CHI,@,TAM,L 19-34,13,9,120,13.33,0,69.20%,9.23,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,3,24,
,99,12,1997,12/7/1997,14,26-328,CHI,,BUF,W 20-3,10,7,115,16.43,0,70.00%,11.5,1,10,10,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,3,22.5,
,99,15,1995,10/22/1995,7,24-282,CHI,,HOU,W 35-32,7,3,111,37,1,42.90%,15.86,1,19,19,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,3,25,
,99,16,1996,10/13/1996,7,25-274,CHI,@,NOR,L 24-27,7,7,111,15.86,2,100.00%,15.86,1,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,3,33.1,
,99,18,1995,9/3/1995,1,24-233,CHI,,MIN,W 31-14,7,5,110,22,2,71.40%,15.71,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,3,31,
,99,19,1997,12/14/1997,15,26-335,CHI,@,STL,W 13-10,11,7,109,15.57,1,63.60%,9.91,0,0,,0,0,1,0,0,0,0,39.6,,,,,,,,,,,,,,,,,,,0,0,3,26.9,
,99,20,1999,10/3/1999,4,28-263,CHI,,NOR,W 14-10,12,8,103,12.88,2,66.70%,8.58,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,3,33.3,
,99,149,1993,11/21/1993,10,22-312,CHI,@,KAN,W 19-17,1,1,4,4,0,1,4,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,1.4,
,99,150,1999,12/19/1999,14,28-340,CHI,,DET,W 28-10,3,1,4,4,0,0,1.33,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,1.4,
,99,146,1993,9/5/1993,1,22-235,CHI,,NYG,L 20-26,2,1,6,6,0,1,3,1,8,8,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,2.4,
,99,145,1993,9/26/1993,3,22-256,CHI,,TAM,W 47-17,1,1,8,8,0,1,8,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,1.8,
,99,144,1993,12/18/1993,14,22-339,CHI,,DEN,L 3-13,2,1,9,9,0,1,4.5,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,1.9,
,99,140,1993,11/25/1993,11,22-316,CHI,@,DET,W 10-6,4,1,11,11,0,0,2.75,1,-5,-5,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,1.6,
,100,1,1986,9/28/1986,4,26-023,CHI,@,CIN,W 44-7,,7,174,24.86,1,,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,33.4,20.075
,100,3,1985,9/19/1985,3,25-014,CHI,@,MIN,W 33-24,,6,146,24.33,1,,,0,0,,0,3,77,25.67,,,,,,,,,,,,,,,,,,,,,,,0,0,3,29.6,
,100,4,1987,11/16/1987,9,27-072,CHI,@,DEN,L 29-31,,5,133,26.6,2,,,1,9,9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,34.2,
